h,RMSE_LOO
0.001,22.59198114386875
0.0012067926406393288,22.35674335515545
0.0014563484775012444,21.434240199728634
0.0017575106248547913,21.42047944342334
0.0021209508879201904,20.79621719127001
0.002559547922699536,20.600141532431365
0.0030888435964774815,20.50090386327731
0.003727593720314938,17.378340906744917
0.004498432668969444,17.324222073026704
0.005428675439323859,15.00364797664929
0.006551285568595509,14.203689081728921
0.0079060432109077,14.095484859828705
0.009540954763499945,13.93540625636807
0.01151395399326447,13.617046619331942
0.013894954943731374,13.273241847595427
0.016768329368110076,12.953503698264532
0.020235896477251564,12.718584456689463
0.02442053094548651,11.981175938294067
0.029470517025518096,10.894220026141888
0.03556480306223128,10.728404266154717
0.04291934260128776,10.524029248811967
0.0517947467923121,10.313052746464264
0.0625055192527397,10.13428450027698
0.07543120063354615,10.011487011896754
0.09102981779915217,9.938142526314197
0.10985411419875583,9.889637481208593
0.13257113655901082,9.886880791218138
0.15998587196060574,10.053641361019265
0.19306977288832497,10.548069806242578
0.2329951810515372,11.367349636263404
0.2811768697974228,12.31684803560011
0.3393221771895326,13.214077714038392
0.4094915062380423,14.028613005579054
0.49417133613238334,14.849467145471406
0.5963623316594643,15.741698657787053
0.7196856730011514,16.6337673874241
0.868511373751352,17.36335235182098
1.0481131341546852,17.816096645766613
1.2648552168552958,18.02895731656673
1.5264179671752318,18.131304814743753
1.8420699693267144,18.207494622444386
2.2229964825261934,18.27893312923914
2.6826957952797246,18.343496824092394
3.2374575428176433,18.397323909855352
3.906939937054613,18.4394458289181
4.714866363457389,18.471012560726756
5.689866029018293,18.493998569154062
6.866488450042998,18.510419649403694
8.286427728546842,18.522001999019228
10.0,18.53010159759323
