id_point,datetime,VWC,total_biomass,IBA,Sigma0_RATIO_VH_VV,Gamma0_RATIO_VH_VV,PC4,Alpha
G1-6,2025-06-19 10:41:00,205.919,823.6759999999998,1902.254041570438,0.8081794678058877,0.8008010817858295,-0.13970649959671225,24.32071
G1-11,2025-06-19 11:36:00,276.319,1105.276,2039.254612546125,0.8081311305485247,0.80080855553283,-0.6621721746797309,26.483797
G1-16,2025-06-19 10:59:00,355.4190000000001,1421.676,2934.921552436004,0.8082067987083933,0.8008189208005672,-0.7065581838701148,13.50038
G1-23,2025-06-19 12:09:00,209.619,838.4759999999999,2194.96335078534,0.8082012045176094,0.8008133763171782,-0.43141252166804733,11.655748
G2-2,2025-06-21 08:44:00,150.5189999999999,602.0759999999998,1813.481927710843,0.8082172301715227,0.8008358070850832,-0.6836362609284529,23.221882
G2-6,2025-06-21 09:00:00,174.519,698.076,1302.380597014925,0.8082578375455012,0.8009007880562409,-0.009049766493741675,31.114885
G2-11,2025-06-21 09:46:00,296.719,1186.876,1705.281609195402,0.8082248250432097,0.8008489981058782,-0.053584697556602306,31.732546
G2-16,2025-06-21 09:15:00,162.619,650.4759999999999,985.5696969696968,0.8082715804961037,0.8009263600152534,-0.4798843370326168,18.584568
G2-23,2025-06-21 09:30:00,249.419,997.6760000000002,1136.305239179955,0.8082590353914387,0.8009053900306757,-0.26098173588812623,30.49964
Y1-2,2025-06-19 18:32:00,180.819,723.2759999999998,2232.333333333333,0.8084974652720817,0.8011946144928438,-0.2370208996633289,23.80766
Y1-6,2025-06-20 09:26:00,218.719,874.8759999999999,2220.497461928934,0.8084405333155261,0.8011378446616182,-0.013412251841249756,22.945213
Y1-11,2025-06-20 10:13:00,65.419,261.676,1328.304568527919,0.808518465729399,0.8012133249636804,-0.42306660876469154,31.213936
Y1-16,2025-06-20 09:46:00,125.919,503.676,1635.311688311688,0.808426442904788,0.8011225031714861,-0.27638090081705535,19.240025
Y1-23,2025-06-20 10:38:00,138.519,554.076,1493.466307277628,0.8084578257524444,0.8011523510443181,-0.21999346464928693,27.961958
Y2-2,2025-06-19 12:36:00,224.0190000000001,896.0760000000002,6013.932885906042,0.8088636004699671,0.801533100616837,0.5019703568940898,30.87724
Y2-6,2025-06-19 18:30:00,359.619,1438.476,3433.116945107399,0.80879128422181,0.8014805446847646,-0.07762015669017767,16.62066
Y2-11,2025-06-19 12:27:00,120.319,481.2760000000001,1028.367521367521,0.8088894452805439,0.8015502601150392,-0.1068125935766039,20.23463
Y2-16,2025-06-19 12:05:00,166.319,665.2760000000001,1276.921305182342,0.8087856546631045,0.8014688010944848,0.2011354950513146,24.065872
Y2-23,2025-06-19 12:07:00,115.819,463.276,1294.067039106145,0.8088293155638105,0.8015011848528554,-0.02891583918418072,30.509865
O1-2,2025-06-19 16:57:00,55.319,221.276,1140.59793814433,0.8091398632477275,0.8017807128118716,0.24171807704400855,25.214079
O1-6,2025-06-19 17:51:00,117.919,471.676,1102.046728971963,0.8091537230748711,0.8018114469134129,-0.22468682165629167,8.986113
O1-11,2025-06-19 17:20:00,131.119,524.476,1337.948979591837,0.8091507983839855,0.8017895501945134,0.19381215247784295,16.013351
O1-16,2025-06-19 17:38:00,254.019,1016.076,2838.201117318436,0.8091555953009034,0.8018341677440269,0.5378449646932395,24.503527
O1-23,2025-06-19 17:30:00,149.119,596.4760000000001,1406.783018867925,0.8091566407109752,0.8018322521027635,0.1251804273015832,14.770559
O2-2,2025-06-20 16:37:00,62.119,248.476,586.0283018867925,0.8091490348878719,0.8017899153737811,0.5921647866041811,25.245176
O2-6,2025-06-20 15:45:00,191.019,764.0759999999999,1335.797202797203,0.8091120036632721,0.8017539395065117,0.1078126950753131,22.663086
O2-11,2025-06-20 16:23:00,86.119,344.476,1248.101449275362,0.8091473928389412,0.8017792177550748,0.011791684541984553,14.359898
O2-16,2025-06-20 16:01:00,186.919,747.6759999999998,1841.566502463054,0.8091031907735196,0.8017480314412977,-2.005534749209867,17.043123
O2-23,2025-06-20 16:11:00,92.31899999999999,369.276,1465.380952380952,0.8091102772570463,0.8017486036481997,0.3126310260801936,23.449966
